song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Midnight Blue,50,279984,0.812,0.6809999999999999,0.259,0.0066,10,0.39299999999999996,-9.106,0,0.0933,74.837,4,0.33299999999999996
Only in the West,64,181603,0.07,0.9540000000000001,0.535,0.0478,7,0.142,-6.507999999999999,1,0.0724,116.954,4,0.614
Heaven,64,233871,0.22399999999999998,0.733,0.262,4.79e-06,0,0.105,-13.765999999999998,1,0.027999999999999997,135.497,3,0.444
Whatever You Want,57,188173,0.38299999999999995,0.728,0.38,0.000279,2,0.364,-11.025,1,0.0946,168.604,4,0.5
Show Me How,60,215110,0.674,0.7909999999999999,0.267,0.534,5,0.102,-11.997,1,0.0415,165.99,4,0.544
Clueless,64,227234,0.653,0.8290000000000001,0.23,0.188,2,0.258,-16.559,1,0.0418,94.014,4,0.516
Heat of Summer,45,211794,0.136,0.456,0.66,0.0205,7,0.401,-7.632000000000001,1,0.0366,170.22,3,0.325
Velvet Light,63,141587,0.75,0.67,0.419,0.135,6,0.0976,-10.523,0,0.0751,77.919,4,0.513
Cooks,67,174105,0.446,0.363,0.579,0.0127,7,0.264,-10.533,1,0.0986,78.032,4,0.7190000000000001
Today (feat. Teo Halm),61,194000,0.0704,0.8370000000000001,0.462,0.0165,8,0.24,-7.817,0,0.0331,102.04799999999999,4,0.7609999999999999
Off and On,54,250909,0.17300000000000001,0.8109999999999999,0.47200000000000003,0.40700000000000003,8,0.0969,-13.446,0,0.0429,131.983,4,0.8220000000000001
Young,61,122298,0.439,0.495,0.36200000000000004,1.67e-05,2,0.127,-8.737,1,0.0539,104.93700000000001,4,0.198
In a Mood,54,247500,0.523,0.7609999999999999,0.293,0.721,0,0.124,-19.087,1,0.0452,143.976,4,0.601
FOA,47,162586,0.049,0.713,0.687,0.564,2,0.218,-8.102,1,0.0319,129.985,4,0.55
B Cool (feat. Melanie Faye),60,199245,0.5589999999999999,0.794,0.368,0.6940000000000001,8,0.0864,-12.725,1,0.0523,140.063,4,0.775
Car Window,49,175934,0.418,0.927,0.0796,0.235,2,0.11,-9.899,0,0.0671,117.01,3,0.5479999999999999
Hello?,65,135016,0.6409999999999999,0.8390000000000001,0.473,0.000459,10,0.0939,-7.835,0,0.0607,98.73200000000001,4,0.0644
Goodie Bag,71,146390,0.82,0.701,0.529,0.0011300000000000001,7,0.249,-12.242,0,0.147,138.216,4,0.5770000000000001
Give It to Me,62,188971,0.18,0.529,0.644,0.188,5,0.493,-7.382999999999999,1,0.069,57.107,4,0.0682
Hooptie // Drug,43,110654,0.0056700000000000006,0.619,0.794,0.00244,10,0.483,-8.692,0,0.0703,117.999,4,0.536
Hit or Miss,45,248253,0.49700000000000005,0.514,0.413,0.899,4,0.0847,-9.042,0,0.0453,179.785,4,0.332
No Going Back,60,208200,0.0114,0.7140000000000001,0.713,0.0183,2,0.0608,-5.52,0,0.027000000000000003,93.006,4,0.9
Drown,70,234055,0.455,0.674,0.615,0.00091,0,0.20800000000000002,-8.187999999999999,1,0.147,85.04799999999999,4,0.7559999999999999
Warned You,65,133128,0.662,0.507,0.428,0.149,6,0.10099999999999999,-4.677,1,0.0263,138.16299999999998,4,0.406
Georgie,53,82500,0.22699999999999998,0.7909999999999999,0.33899999999999997,0.0212,2,0.17600000000000002,-14.807,1,0.0331,100.02,4,0.657
Your Own,57,177500,0.516,0.764,0.457,2.4e-05,2,0.201,-11.350999999999999,1,0.0272,95.99600000000001,4,0.764
Girl,50,145238,0.14400000000000002,0.657,0.732,0.00112,4,0.24100000000000002,-5.961,1,0.0402,125.99,5,0.8440000000000001
Yam Yam,67,216038,0.319,0.445,0.591,0.7659999999999999,7,0.107,-9.004,0,0.0316,137.864,4,0.0774
Thinking on My Own,44,226626,0.866,0.89,0.248,0.00149,1,0.121,-9.446,0,0.0517,127.12,5,0.245
Folding Like Honey,45,133348,0.36700000000000005,0.621,0.45799999999999996,0.5429999999999999,0,0.10400000000000001,-8.862,1,0.0463,144.092,4,0.603
Sometimes,62,262736,0.105,0.445,0.563,0.000271,7,0.179,-8.904,1,0.0315,94.978,4,0.204
Coqueta,49,174000,0.5710000000000001,0.632,0.652,0.85,4,0.19399999999999998,-10.558,1,0.0302,115.031,4,0.594
All Your Love,65,175241,0.293,0.568,0.5870000000000001,0.32899999999999996,11,0.13699999999999998,-8.814,0,0.127,174.68200000000002,4,0.491
Lucy,66,142500,0.385,0.649,0.535,0.00042199999999999996,6,0.12,-12.017000000000001,0,0.22399999999999998,84.46600000000001,4,0.843
Defenders of the Glam,42,264000,0.6890000000000001,0.7090000000000001,0.531,0.00155,9,0.648,-8.128,0,0.0347,120.01299999999999,4,0.278
4EVER,71,159595,0.049,0.75,0.585,0.005520000000000001,9,0.155,-7.5760000000000005,0,0.0285,102.331,4,0.584
Condemned to Be Freaky,47,181169,0.0992,0.775,0.514,0.509,9,0.11599999999999999,-8.471,1,0.0332,96.986,4,0.415
Crazy4luvinU,46,240000,0.0306,0.703,0.511,0.478,11,0.129,-13.04,0,0.0469,100.0,4,0.46
The Way Things Change,64,248382,0.25,0.7390000000000001,0.45299999999999996,0.0148,5,0.289,-8.363,0,0.0449,139.91899999999998,4,0.636
Want Me,54,266733,0.852,0.33899999999999997,0.19699999999999998,0.015,10,0.111,-13.937000000000001,0,0.0362,91.33,1,0.0385
Erase,63,236794,0.688,0.657,0.376,2.54e-05,9,0.272,-6.534,1,0.0463,84.905,4,0.575
426,44,298161,0.000733,0.44799999999999995,0.59,0.39,7,0.337,-8.908,1,0.0296,142.485,3,0.47600000000000003
Cuz You're My Girl,56,247136,0.125,0.413,0.299,2.2e-06,1,0.187,-11.270999999999999,0,0.0445,82.46,4,0.5489999999999999
Feeling Good,47,141111,0.856,0.664,0.32299999999999995,0.16699999999999998,9,0.0942,-10.599,1,0.11599999999999999,109.55,4,0.34600000000000003
Really Meant,44,151687,0.929,0.8140000000000001,0.254,3.9399999999999995e-05,9,0.0913,-12.104000000000001,0,0.0405,130.05,4,0.419
Banana Bread,55,286922,0.0191,0.7240000000000001,0.56,0.000624,4,0.192,-9.218,1,0.0287,115.0,3,0.0647
girls,62,198400,0.22699999999999998,0.515,0.449,0.0357,5,0.171,-14.468,1,0.0337,149.966,4,0.792
Nice Boys,64,180845,0.495,0.546,0.669,0.735,2,0.25,-10.806,1,0.10300000000000001,75.14399999999999,4,0.337
"Prune, You Talk Funny",66,212701,0.0177,0.57,0.75,0.00247,10,0.19699999999999998,-7.193,0,0.0383,140.063,4,0.578
Yeah Right,61,174357,0.624,0.672,0.59,0.23600000000000002,1,0.0991,-9.574,1,0.129,169.03599999999997,4,0.21
Honey,43,203573,0.764,0.42200000000000004,0.54,0.225,7,0.10400000000000001,-9.449,1,0.0325,86.928,4,0.159
Forlorn Beach,42,230012,0.0798,0.823,0.192,0.815,10,0.0721,-12.22,1,0.35600000000000004,100.98899999999999,4,0.889
Lucky Love,56,286185,0.48700000000000004,0.66,0.313,0.00349,5,0.105,-13.287,1,0.0263,143.972,3,0.226
To Be You,47,168414,0.177,0.603,0.617,0.46799999999999997,11,0.188,-6.89,0,0.0709,136.066,4,0.22899999999999998
Getting It On,58,180437,0.877,0.747,0.5379999999999999,0.7659999999999999,11,0.0877,-9.664,0,0.033,136.94799999999998,4,0.3
Dennis,59,194363,0.0291,0.8270000000000001,0.6759999999999999,7.28e-05,1,0.07400000000000001,-6.414,1,0.0481,100.037,4,0.5529999999999999
I'm Just Snacking,66,198000,0.134,0.614,0.478,4.52e-06,8,0.254,-7.306,0,0.0289,127.994,4,0.384
Unbothered,67,124954,0.26899999999999996,0.645,0.485,0.00309,2,0.133,-7.098,1,0.0298,108.941,4,0.322
How Was Your Day?,64,188786,0.0472,0.447,0.442,0.000559,8,0.331,-11.220999999999998,0,0.0471,159.967,4,0.7759999999999999
Dark Red,68,173104,0.449,0.603,0.7829999999999999,7.96e-06,6,0.11900000000000001,-4.023,1,0.062,172.041,4,0.775
Nothing in Return,54,232200,0.551,0.672,0.7390000000000001,0.046,11,0.182,-5.747000000000001,0,0.0695,100.00399999999999,4,0.685
Shot Down,43,199333,0.0604,0.777,0.35200000000000004,0.00168,6,0.0795,-10.755999999999998,1,0.0994,90.00200000000001,4,0.0663
homestead,2,327714,0.937,0.6459999999999999,0.45299999999999996,0.109,8,0.883,-8.716000000000001,0,0.0303,99.505,3,0.133
Perks of Being a Sunflower,51,177391,0.675,0.848,0.6859999999999999,0.0968,8,0.10099999999999999,-7.769,1,0.0362,115.04799999999999,4,0.9670000000000001
"Something, in General",47,240937,0.84,0.48700000000000004,0.203,0.018000000000000002,4,0.17,-14.686,1,0.0395,127.88,3,0.505
Lover Is a Day,32,456000,0.0454,0.39799999999999996,0.6459999999999999,0.20600000000000002,3,0.10099999999999999,-10.457,1,0.0412,179.85299999999998,4,0.353
Jamz,54,209729,0.889,0.8029999999999999,0.49,0.00765,2,0.12300000000000001,-8.611,1,0.0284,110.992,4,0.6579999999999999
"What Is Love? Tell Me, Is It Easy?",60,230546,0.187,0.8009999999999999,0.41,0.0258,7,0.0993,-12.359000000000002,1,0.0322,125.133,4,0.7190000000000001
Loving Is Easy,80,155720,0.217,0.7559999999999999,0.609,0.00474,3,0.096,-7.9270000000000005,1,0.0544,117.023,4,0.537
You,23,292696,0.782,0.452,0.361,0.00141,8,0.195,-8.338,0,0.0324,105.617,4,0.214
Crying on the Subway,29,164169,0.00139,0.5579999999999999,0.505,0.16899999999999998,1,0.0762,-10.550999999999998,1,0.0322,89.98100000000001,4,0.809
Untitled,1,135706,0.9059999999999999,0.573,0.2,0.0,9,0.134,-9.567,1,0.0805,121.255,4,0.33299999999999996
Still Beating,66,181586,0.581,0.7090000000000001,0.496,0.195,1,0.151,-10.527999999999999,0,0.0417,78.477,4,0.469
Whatever Comes to Mind,53,249304,0.579,0.542,0.46799999999999997,0.10400000000000001,10,0.11199999999999999,-7.796,1,0.0265,130.829,4,0.252
summer depression,64,151693,0.632,0.691,0.306,0.479,9,0.10800000000000001,-15.651,1,0.0544,129.929,4,0.62
Reminder - Remix,65,221968,0.149,0.745,0.65,0.0,0,0.107,-5.992000000000001,0,0.22699999999999998,159.994,4,0.521
These Scars (feat. Future and Guordan Banks),45,194000,0.0727,0.5579999999999999,0.7979999999999999,0.0,1,0.365,-4.553,1,0.23800000000000002,93.69200000000001,4,0.42200000000000004
Doin 2 Much,62,204541,0.0649,0.8320000000000001,0.625,0.0,8,0.105,-5.999,0,0.281,130.03799999999998,4,0.574
Bank Account,15,220306,0.0151,0.884,0.34600000000000003,7.04e-06,8,0.0871,-8.228,0,0.35100000000000003,75.016,4,0.376
Self-Made,66,167853,0.0030399999999999997,0.932,0.7020000000000001,1.87e-05,7,0.267,-3.4589999999999996,0,0.0903,143.001,4,0.53
No Complaints,71,261733,0.0855,0.914,0.507,0.0254,2,0.0797,-10.784,1,0.16399999999999998,123.956,4,0.19899999999999998
Big Amount,62,188069,0.0124,0.687,0.8290000000000001,0.0,3,0.107,-4.204,0,0.26,133.85399999999998,4,0.154
Trips to Beijing,26,193201,0.45799999999999996,0.6659999999999999,0.8420000000000001,0.0,8,0.138,-3.699,0,0.5529999999999999,95.669,3,0.579
first take,64,313909,0.015,0.423,0.536,0.0,7,0.095,-3.8,1,0.16,71.313,5,0.0895
Clarity (feat. Dave East & Bino Rideaux),46,192705,0.0251,0.532,0.726,0.0,1,0.7170000000000001,-7.057,1,0.36,152.003,4,0.35700000000000004
Dope Fiend,34,188745,0.289,0.851,0.634,0.0,11,0.0895,-7.32,1,0.172,117.03399999999999,4,0.442
Disrespectful,9,202751,0.022000000000000002,0.71,0.547,6.04e-05,1,0.12,-8.215,1,0.0691,152.003,4,0.142
Rolls Royce Bitch,53,239160,0.22699999999999998,0.845,0.728,0.0,0,0.0762,-3.855,1,0.268,119.986,4,0.451
Idols Become Rivals,54,341680,0.0123,0.48100000000000004,0.716,0.0,10,0.141,-5.996,0,0.622,78.829,4,0.40399999999999997
Murder,46,232200,0.152,0.866,0.605,0.0,2,0.37200000000000005,-6.972,1,0.37,86.196,4,0.723
Can't Do It,45,168999,0.0219,0.8809999999999999,0.6629999999999999,2.42e-06,8,0.0927,-6.064,0,0.233,151.034,4,0.742
Magnolia,80,181812,0.0113,0.7909999999999999,0.581,0.0,11,0.35,-7.3229999999999995,0,0.28600000000000003,162.99,4,0.43799999999999994
Steady Mobbin,64,310733,0.0252,0.6809999999999999,0.6940000000000001,0.0,0,0.541,-8.123,0,0.258,156.149,4,0.659
March Madness,65,244613,0.17300000000000001,0.406,0.6609999999999999,0.0,8,0.10099999999999999,-5.142,1,0.311,180.206,3,0.335
Bounce Back,80,222360,0.105,0.77,0.5670000000000001,0.0,2,0.125,-5.6979999999999995,1,0.175,81.477,4,0.26
Bodak Yellow,76,223962,0.0672,0.929,0.723,0.0,11,0.34600000000000003,-5.792000000000001,0,0.109,125.022,4,0.45799999999999996
ATLiens,66,230693,0.0294,0.9179999999999999,0.7340000000000001,7.9e-06,11,0.191,-2.832,0,0.26899999999999996,97.044,4,0.608
E.T.,42,209711,0.486,0.5579999999999999,0.743,0.0,9,0.106,-5.763,0,0.344,80.57600000000001,4,0.308
Do U?,53,251960,0.168,0.617,0.882,0.0,1,0.12,-2.701,0,0.10099999999999999,145.933,4,0.267
Cross Me,23,205008,0.474,0.46799999999999997,0.679,0.0,10,0.304,-5.555,1,0.35700000000000004,82.01100000000001,4,0.45799999999999996
What Do You See (feat. Jack Freeman),27,211506,0.409,0.687,0.8290000000000001,0.0,1,0.19699999999999998,-4.2989999999999995,1,0.31,84.064,4,0.302
4 Lit,53,203833,0.0414,0.812,0.402,0.0,1,0.0998,-6.593999999999999,1,0.0697,85.044,4,0.261
Free Smoke,69,218673,0.0621,0.617,0.49200000000000005,0.0,10,0.484,-7.587999999999999,0,0.44799999999999995,141.953,4,0.20800000000000002
BUTTERFLY EFFECT,60,190677,0.0714,0.763,0.598,0.0,11,0.11199999999999999,-6.865,1,0.0539,140.987,4,0.182
PRBLMS,7,246773,0.0303,0.672,0.574,2.02e-06,9,0.18,-4.663,1,0.0993,103.01899999999999,4,0.106
Champions,73,334253,0.0661,0.695,0.777,0.0,6,0.8740000000000001,-2.452,0,0.0817,135.01,4,0.36
Ghetto Experiment (feat. Rich Andruws),19,240000,0.47600000000000003,0.5579999999999999,0.693,0.0,5,0.133,-7.2620000000000005,0,0.19399999999999998,117.04700000000001,5,0.6809999999999999
No Problem (feat. Lil Wayne & 2 Chainz),77,304606,0.156,0.652,0.795,0.0,11,0.12300000000000001,-5.192,0,0.174,135.018,4,0.7879999999999999
White Iverson,83,256533,0.233,0.675,0.562,0.0,7,0.0816,-7.678,1,0.0352,130.09799999999998,4,0.309
Run Me Dry,74,169266,0.39299999999999996,0.6459999999999999,0.7559999999999999,3.229999999999999e-05,9,0.20199999999999999,-9.017000000000001,0,0.48700000000000004,193.88099999999997,4,0.596
"Ball Like This (feat. Future, Wiz Khalifa & Kid Ink)",49,221857,0.0664,0.736,0.597,2.15e-06,7,0.0957,-6.002999999999999,1,0.14800000000000002,137.048,4,0.40299999999999997
White Dress,46,223286,0.0046700000000000005,0.6409999999999999,0.833,0.0,4,0.35200000000000004,-4.5969999999999995,0,0.10800000000000001,130.005,4,0.135
Middle Man / Mr. Mister,40,412853,0.217,0.643,0.723,1.23e-05,2,0.114,-6.751,0,0.0937,131.013,4,0.0916
DNA.,83,185946,0.00454,0.638,0.523,0.0,1,0.0842,-6.664,1,0.35700000000000004,139.91299999999998,4,0.42200000000000004
Three Sixteens,32,285400,0.0313,0.6579999999999999,0.9009999999999999,0.0,11,0.3,-5.28,0,0.19899999999999998,82.042,4,0.44799999999999995
Gamble,52,162246,0.19399999999999998,0.6679999999999999,0.7040000000000001,0.0,2,0.381,-5.479,1,0.166,158.025,4,0.5489999999999999
Litty (feat. Tory Lanez),69,280615,0.0451,0.5920000000000001,0.701,0.0,10,0.327,-4.013999999999999,0,0.0858,129.501,4,0.282
Skateboard P (feat. Big Sean),75,242306,0.0371,0.831,0.47,0.0,1,0.14400000000000002,-7.48,0,0.425,75.47399999999999,4,0.33899999999999997
Good Drank,68,222706,0.27399999999999997,0.836,0.7759999999999999,0.0,4,0.113,-0.804,0,0.239,130.033,4,0.37
Everyday We Lit (feat. PnB Rock),72,197170,0.128,0.758,0.6459999999999999,0.0,7,0.0778,-4.7010000000000005,1,0.11199999999999999,155.955,4,0.589
Both (feat. Drake),76,190311,0.11900000000000001,0.85,0.405,0.000118,7,0.0707,-7.5089999999999995,0,0.225,139.976,4,0.344
Don't Get Too High,59,209040,0.0148,0.88,0.495,1.47e-06,1,0.121,-3.4760000000000004,1,0.0681,124.055,4,0.47
HUMBLE. - SKRILLEX REMIX,78,156800,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.7439999999999998,1,0.29100000000000004,150.016,4,0.884
Back To Back,71,170637,0.00898,0.635,0.47200000000000003,0.0,8,0.11699999999999999,-3.8689999999999998,0,0.511,174.00799999999998,4,0.373
KOD,81,191436,0.21,0.831,0.782,0.0,0,0.113,-6.274,1,0.15,141.869,4,0.19899999999999998
Last Breath,63,239800,0.431,0.675,0.758,0.0017699999999999999,4,0.377,-4.5889999999999995,0,0.0368,89.98200000000001,4,0.152
No Limit,81,245386,0.0117,0.838,0.7709999999999999,0.0,1,0.0853,-3.7910000000000004,1,0.244,175.957,4,0.405
ATM,77,216726,0.115,0.7190000000000001,0.49700000000000005,0.0,8,0.0898,-7.6610000000000005,1,0.6809999999999999,81.65100000000001,4,0.345
Forever,71,357346,0.244,0.544,0.92,0.0,5,0.19,-1.474,0,0.27699999999999997,105.307,5,0.519
G.O.M.D.,77,301133,0.331,0.889,0.39299999999999996,8.67e-06,4,0.28300000000000003,-10.821,0,0.267,128.065,4,0.304
DNA.,83,185946,0.00454,0.638,0.523,0.0,1,0.0842,-6.664,1,0.35700000000000004,139.91299999999998,4,0.42200000000000004
Plain Jane,83,173600,0.0651,0.797,0.8440000000000001,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52
Calm Down,70,127426,0.000175,0.537,0.624,2.2e-06,11,0.11599999999999999,-8.794,1,0.325,102.315,4,0.409
Cinderella Man,74,279013,0.23399999999999999,0.679,0.9079999999999999,0.0,8,0.0821,-3.411,1,0.20199999999999999,85.91799999999999,4,0.687
Jumpman,79,205879,0.0563,0.852,0.5529999999999999,0.0,1,0.332,-7.2860000000000005,1,0.187,142.072,4,0.6559999999999999
1985 - Intro to “The Fall Off”,75,190176,0.147,0.6779999999999999,0.648,0.0,2,0.182,-5.892,1,0.445,94.336,4,0.635
Champions,73,334253,0.0661,0.695,0.777,0.0,6,0.8740000000000001,-2.452,0,0.0817,135.01,4,0.36
Out The Mud,64,241186,0.0402,0.8540000000000001,0.7090000000000001,0.0,10,0.0901,-5.2139999999999995,0,0.105,129.929,4,0.40299999999999997
rockstar,27,218320,0.128,0.58,0.531,0.000127,5,0.14300000000000002,-6.631,0,0.0776,159.786,4,0.141
Let You Down,16,212120,0.316,0.6609999999999999,0.715,0.0,5,0.17800000000000002,-5.651,0,0.11900000000000001,148.02700000000002,4,0.41100000000000003
Fade,71,193747,0.1,0.7559999999999999,0.7659999999999999,0.0,9,0.313,-5.792999999999999,0,0.08800000000000001,105.986,4,0.28800000000000003
Wins & Losses,61,189056,0.0948,0.6829999999999999,0.8540000000000001,0.0,2,0.267,-3.915,1,0.196,92.006,4,0.131
I Get The Bag (feat. Migos),12,233087,0.0232,0.89,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.94799999999998,4,0.425
Portland,36,236614,0.0172,0.925,0.44299999999999995,0.0,1,0.276,-8.216000000000001,1,0.264,136.078,4,0.35
MotorSport,15,307660,0.0519,0.9009999999999999,0.529,0.0,2,0.179,-4.4430000000000005,1,0.191,138.003,4,0.146
Purple Lamborghini (with Rick Ross),74,215510,0.0019,0.457,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298
Ghostface Killers,77,268933,0.331,0.782,0.436,1.3000000000000001e-05,2,0.342,-7.0329999999999995,1,0.155,82.994,4,0.243
Bank Account,15,220306,0.0151,0.884,0.34600000000000003,7.04e-06,8,0.0871,-8.228,0,0.35100000000000003,75.016,4,0.376
PICK IT UP (feat. A$AP Rocky),82,191251,0.0149,0.9209999999999999,0.467,0.00023799999999999998,1,0.33399999999999996,-8.443,1,0.11900000000000001,135.995,4,0.287
Rap God,80,363521,0.397,0.708,0.843,0.0,7,0.799,-2.66,1,0.314,148.14,4,0.625
"American Dream (feat. J. Cole, Kendrick Lamar)",62,249040,0.0621,0.64,0.85,0.0,2,0.303,-5.705,1,0.17300000000000001,76.98100000000001,4,0.591
Iced Out (feat. 2 Chainz),68,192000,0.00365,0.934,0.40700000000000003,0.0,0,0.11,-8.058,1,0.345,140.024,4,0.0793
Another One,46,158380,0.621,0.7390000000000001,0.7979999999999999,0.0,10,0.0817,-6.931,0,0.526,82.43299999999999,4,0.684
Achoo,38,244000,0.16699999999999998,0.659,0.8390000000000001,0.0,2,0.389,-4.106,1,0.162,119.935,4,0.624
Gucci Gang,64,124055,0.247,0.95,0.5329999999999999,0.0,5,0.114,-7.022,1,0.14800000000000002,119.869,4,0.675
BabyWipe,4,168640,0.0261,0.8859999999999999,0.516,0.0,1,0.375,-8.377,1,0.263,148.055,4,0.583
KEKE,65,151914,0.0363,0.597,0.857,0.0,2,0.40700000000000003,-5.7589999999999995,1,0.28,187.96400000000003,4,0.493
Stand Up for Something (feat. Common),45,224306,0.255,0.425,0.759,0.0,8,0.102,-4.8389999999999995,0,0.128,141.173,3,0.623
Optimistic,42,318760,0.0213,0.7120000000000001,0.924,0.000381,6,0.309,-4.367,1,0.0669,104.109,4,0.8390000000000001
Racism And Injustice,21,260160,0.922,0.65,0.316,0.0,9,0.7390000000000001,-18.244,0,0.94,117.198,4,0.306
Black Gold (special guest: Algebra Blessett),26,314746,0.622,0.41600000000000004,0.433,7.43e-05,7,0.35100000000000003,-9.995,0,0.10400000000000001,83.602,4,0.46299999999999997
Say It Loud - I'm Black And I'm Proud,29,288440,0.17600000000000002,0.83,0.441,0.0010400000000000001,3,0.0482,-11.992,1,0.171,116.23299999999999,4,0.946
Oprah 75th Golden Globes Cecil B. DeMille Award Acceptance Speech,24,504750,0.847,0.6859999999999999,0.529,0.0,5,0.9329999999999999,-8.69,1,0.894,114.227,5,0.326
Don't Touch My Hair,63,257546,0.409,0.823,0.41100000000000003,0.00135,0,0.649,-7.061,1,0.0557,90.99700000000001,4,0.397
Visions,54,323266,0.953,0.478,0.2,0.000521,6,0.10400000000000001,-16.081,0,0.037000000000000005,130.466,4,0.14
Thank You,19,31373,0.355,0.273,0.846,0.0,7,0.94,-15.659,1,0.099,101.64399999999999,4,0.0326
I Have a Dream - The Complete Speech of Martin Luther King Jr.,24,1047933,0.985,0.586,0.11699999999999999,2.84e-05,11,0.39,-29.11,1,0.831,133.891,4,0.27399999999999997
Feeling Good,74,174000,0.8540000000000001,0.318,0.33399999999999996,0.0,7,0.188,-9.267000000000001,0,0.0487,78.508,4,0.541
Africa,43,373600,0.608,0.726,0.33,0.127,9,0.7240000000000001,-9.935,1,0.21100000000000002,94.755,4,0.37799999999999995
Tell Him,56,280760,0.19,0.655,0.647,0.00877,1,0.0412,-9.465,1,0.0903,80.077,4,0.9309999999999999
Redemption Song,71,233560,0.578,0.684,0.248,0.0,0,0.0643,-10.505,1,0.0435,116.00200000000001,4,0.621
"Final Speech - April 3, 1968",20,69853,0.986,0.521,0.741,0.00175,1,0.833,-12.401,1,0.6409999999999999,93.02,3,0.43700000000000006
1960 What?,22,747222,0.515,0.511,0.505,6.26e-05,3,0.114,-10.773,1,0.0421,119.292,4,0.622
Alright,53,194490,0.0818,0.78,0.784,0.0,7,0.623,-5.619,1,0.2,110.054,4,0.6659999999999999
UMI Says,55,305280,0.305,0.72,0.67,0.0,2,0.0928,-10.224,1,0.132,121.34200000000001,4,0.5660000000000001
Negro Sense of Humor,12,157266,0.995,0.653,0.146,0.9570000000000001,10,0.109,-22.706999999999997,0,0.445,88.66799999999999,4,0.331
We The People....,28,172013,0.0036200000000000004,0.706,0.7490000000000001,1.23e-05,1,0.122,-5.763999999999999,1,0.0411,92.602,4,0.912
Blk/ Wooomen/ chant,16,66093,0.9359999999999999,0.688,0.127,1.32e-05,7,0.0943,-18.816,1,0.8909999999999999,88.50399999999999,4,0.377
Woman,40,267600,0.5,0.7509999999999999,0.48,0.0,0,0.298,-5.784,0,0.22,87.016,4,0.632
The Fact Is (I Need You),38,277773,0.726,0.474,0.418,0.000285,7,0.306,-9.082,1,0.102,67.23,4,0.565
Soul Sista,50,318666,0.573,0.701,0.322,4.84e-06,8,0.18600000000000003,-10.379000000000001,0,0.133,145.84799999999998,4,0.675
I Have Known Rivers,17,69026,0.763,0.6509999999999999,0.0809,0.0,0,0.157,-21.8,0,0.8079999999999999,92.814,5,0.42
A Change Is Gonna Come,65,191160,0.76,0.212,0.42,0.0,10,0.307,-9.919,1,0.0344,169.555,3,0.493
Strange Fruit,38,192013,0.975,0.29,0.0423,0.000192,10,0.155,-19.03,0,0.036000000000000004,58.016999999999996,4,0.0384
In A Sentimental Mood,7,258226,0.951,0.47,0.244,0.0509,10,0.109,-13.607999999999999,0,0.0335,108.154,4,0.264
Shirley Chisholm - 1972,12,35920,0.826,0.777,0.376,0.0,8,0.0706,-10.927999999999999,1,0.794,112.639,4,0.349
Black Butterfly,33,265226,0.474,0.455,0.455,0.000301,2,0.132,-11.899000000000001,0,0.0362,129.467,4,0.162
Brotha,47,268133,0.5379999999999999,0.8009999999999999,0.434,0.0,7,0.0729,-9.174,0,0.376,132.254,4,0.6609999999999999
U Will Know - Extended Version,39,265640,0.0293,0.718,0.561,0.0,11,0.44,-11.895,0,0.0871,96.116,4,0.644
If I Was President 2016,28,131321,0.24600000000000002,0.6509999999999999,0.44299999999999995,0.0,4,0.23800000000000002,-6.671,0,0.324,89.52600000000001,4,0.43
I Can,59,253720,0.10300000000000001,0.8370000000000001,0.885,0.0,6,0.0666,-3.9139999999999997,0,0.182,95.31299999999999,4,0.6940000000000001
Space Program,0,156480,0.8690000000000001,0.589,0.604,2.46e-06,4,0.684,-18.562,0,0.941,111.96799999999999,4,0.19699999999999998
The Space Program,24,340853,0.445,0.611,0.6859999999999999,2.11e-06,1,0.659,-6.087000000000001,1,0.33799999999999997,101.65700000000001,4,0.534
Living For The City,27,443000,0.124,0.583,0.503,0.0,11,0.192,-12.507,1,0.0701,98.86399999999999,4,0.45399999999999996
Inner City Blues (Make Me Wanna Holler),58,331960,0.7140000000000001,0.633,0.6,0.161,11,0.078,-9.093,1,0.0339,94.096,4,0.687
Wake Up Everybody,0,266373,0.5489999999999999,0.626,0.447,0.0,6,0.35200000000000004,-8.151,1,0.0554,93.90799999999999,4,0.6940000000000001
I Say a Little Prayer,76,216773,0.48,0.59,0.355,0.0,9,0.0585,-14.050999999999998,1,0.0352,133.03,4,0.499
Human Nature,58,246040,0.498,0.628,0.409,0.00595,2,0.29,-14.347999999999999,1,0.0306,93.005,4,0.755
Greatest Love Of All,65,291400,0.484,0.502,0.305,3.55e-06,9,0.11699999999999999,-16.011,1,0.0339,131.24200000000002,4,0.248
Open My Heart,47,340040,0.7,0.414,0.402,0.0,10,0.365,-8.911,0,0.0427,105.368,4,0.171
Mercy Mercy Me (The Ecology),58,196506,0.147,0.488,0.768,0.429,11,0.0806,-8.207,0,0.042,93.617,4,0.447
Caravan of Love,51,341973,0.586,0.665,0.502,0.0,7,0.19,-11.045,1,0.0258,88.295,4,0.81
